"cafeno","name","address","business_hours","tel"
"82619","카페두다트 홍대본점","서울 마포구 연남로1길 88","영업시간 매일 08:00 ~ 22:30","02-3144-3873"
"82620","리틀포레스트","서울 마포구 성미산로29길 30-3","영업시간 수~토 11:00 ~ 20:00",""
"82627","화성공룡","서울 마포구 성미산로10길 36","",""
"82628","목화씨라운지","서울 마포구 성미산로26길 9","영업시간 월,화,목,금 13:00 ~ 21:00","02-332-5576"
"82629","카페 해피베르데이","서울 마포구 성미산로17길 115","영업시간 월~금 11:00 ~ 20:00","02-333-0225"
"82634","오고가는카페","서울 마포구 동교로12길 13","",""
"82635","리쏘네","서울 마포구 동교로23길 32-15 1층","","02-332-7370"
"82637","망원동내커피 서교점","서울 마포구 동교로16길 12","영업시간 월~금 08:30 ~ 18:00","070-4224-9191"
"82642","매일카페","서울 마포구 연남로3길 31 1층","영업시간 월,수,목,금,토,일 12:00 ~ 21:00",""
"82643","스타벅스 동교점","서울 마포구 월드컵북로 22 영준빌딩 1층","영업시간 월~금 07:30 ~ 22:00","1522-3232"
"82649","미라보양과자점","서울 마포구 동교로27길 21-12","영업시간 화~토 11:00 ~ 20:00",""
"82650","퍼스널커피","서울 마포구 망원로6길 50","",""
"82651","샐로이","서울 마포구 동교로 55-12 하우스오브미쉘 1층","",""
"82652","포레스트엠","서울 마포구 잔다리로 110","","02-322-4735"
"82654","쟈드니에","서울 마포구 동교로51길 133-1","영업시간 화~일 11:00 ~ 22:00",""
"82655","카페시나몽","서울 마포구 월드컵로17길 64","",""
"82657","무슈부부커피스탠드","서울 마포구 양화로3길 77-10","",""
"82658","카페썬","서울 마포구 동교로17안길 51","영업시간 월~금 11:00 ~ 20:00","02-336-8457"
"82659","커피볶는김대리","서울 마포구 월드컵북로6길 21","영업시간 월~금 10:00 ~ 21:00",""
"82662","하늘을마시다","서울 마포구 망원로 47","","02-323-1414"
"82664","프히베","서울 마포구 연남로3길 58","영업시간 월,수,목,금,토,일 12:00 ~ 21:00","02-332-6477"
"82669","지에스씨인터내셔날 서교사무소","서울 마포구 월드컵로 80 아침뜨락빌딩 5층","","070-4366-2694"
"82670","에이멜트","서울 마포구 희우정로20길 15 1층","",""
"82674","카페화웬","서울 마포구 연남로1길 31 2층","",""
"82675","카페소프트","서울 마포구 동교로23길 64 1층","영업시간 월~금 07:30 ~ 20:00","070-4400-4921"
"82676","오테라부띠끄","서울 마포구 연남로3길 13 1층","","070-4243-3985"
"82678","프레드앤샐리","서울 마포구 월드컵북로5나길 18 대우미래사랑 1층","영업시간 월~금 08:00 ~ 18:00","02-322-5771"
"82683","무어플라워카페","서울 마포구 동교로19길 70 1층","","02-6053-7986"
"82684","지알엔디","서울 마포구 월드컵북로16길 63","영업시간 월,수,목,금,토,일 10:00 ~ 21:00",""
"82686","온조네","서울 마포구 망원로 53","","02-334-8145"
"82690","연남빵까페","서울 마포구 성미산로23길 46 1층","영업시간 매일 11:00 ~ 21:00",""
"82691","옌느작업실","서울 마포구 성미산로17길 62","",""
"82694","스튜디오ICI","서울 마포구 망원로4길 3 2,3층","",""
"82699","리얼커피","서울 마포구 동교로 32-1","금~일 10:00 ~ 24:00",""
"82700","월드컵공원 연못카페테리아","서울 마포구 월드컵로 243-48","",""
"82703","이퀄커피","서울 마포구 월드컵로23길 45","",""
"82707","인스커피","서울 마포구 연남로 88 1층","영업시간 월,수,목,금,토,일 11:30 ~ 22:00",""
"82709","서교로터리커피바","서울 마포구 동교로18길 15","영업시간 월~금 12:00 ~ 20:00","02-322-0969"
"82712","손탁커피","서울 마포구 월드컵북로5가길 22 1층","영업시간 월~금 08:00 ~ 20:00","02-322-8179"
"82717","베이브","서울 마포구 월드컵북로4길 29","영업시간 월~금 11:30 ~ 22:00","02-6404-3737"
"82718","올어바웃어스","서울 마포구 연남로3길 13 2층","영업시간 화~일 13:00 ~ 22:00",""
"82724","수커피","서울 마포구 포은로5길 7","","070-8251-8524"
"82726","레아스톡샵","서울 마포구 월드컵북로 233 1층 101호","",""
"82729","17도씨","서울 마포구 동교로29길 38","영업시간 매일 11:00 ~ 22:00","02-337-1706"
"82730","카페마","서울 마포구 방울내로9안길 71 104호","",""
"82733","케이트앤케이크","서울 마포구 동교로 142-10 1층","영업시간 목~일 13:00 ~ 20:00","02-323-0217"
"82735","마리웨일237 상암홈플러스점","서울 마포구 월드컵로 240 홈플러스월드컵점 2층","","02-308-0907"
"82736","카페인","서울 마포구 동교로19길 21","","02-336-0362"
"82738","동양커피숍","서울 마포구 월드컵로11길 4","",""
"82739","코코부코 망원본점","서울 마포구 희우정로 72","영업시간 매일 10:00 ~ 21:00",""
"82742","소셜팩토리 홍대2호점","서울 마포구 연남로3길 43 지하 1층","영업시간 매일 10:00 ~ 22:00","02-334-9580"
"82744","비마이너스","서울 마포구 월드컵북로16길 64 연남빌딩 1층","영업시간 매일 10:00 ~ 21:00",""
"82745","리플로우","서울 마포구 월드컵북로6길 88 1, 2층","영업시간 금 08:00 ~ 23:00","02-6409-0502"
"82747","씨아에프에","서울 마포구 희우정로20길 3 1cmd","영업시간 월,수,목,금,토,일 10:30 ~ 21:00",""
"82759","벌스투","서울 마포구 동교로27길 54","영업시간 월~금 09:00 ~ 22:00","070-7167-1834"
"82761","피피커피","서울 마포구 동교로 23","","011-9159-7006"
"82762","le torte","서울 마포구 연남로1길 19","영업시간 월,수,목,금,토,일 12:00 ~ 22:00","02-312-1888"
"82764","미미커피","서울 마포구 월드컵북로7길 30","","02-337-2638"
"82766","놀작꿀토끼키즈센터","서울 서대문구 수색로6길 17-14 성공타워2 A동 202호","",""
"82767","맥파이앤타이거","서울 마포구 성미산로19길 21 1층","",""
"82769","망미당","서울 마포구 월드컵로13길 70 1층","",""
"82771","콩카페 연남점","서울 마포구 성미산로 161-14 1층","영업시간 매일 11:00 ~ 23:00","070-4131-0333"
"82772","이탄","서울 마포구 성미산로 153-13","영업시간 월,수,목,금,토,일 13:00 ~ 21:00","070-7768-5353"
"82776","HMcoffee","서울 마포구 성미산로 97 3층","","02-324-6698"
"82777","8810 리스트레토바","서울 마포구 월드컵북로6길 88-10","영업시간 수~일 10:30 ~ 22:00","070-4903-7370"
"82778","라페","서울 마포구 월드컵북로6길 26","영업시간 월~토 11:00 ~ 20:30","02-333-1774"
"82779","카페엘리","서울 마포구 월드컵북로6길 12","","02-332-2031"
"82780","어른이소공원","서울 마포구 희우정로 50","영업시간 매일 11:30 ~ 22:00","02-3144-3221"
"82782","디에이프릴","서울 마포구 성미산로29안길 19 1층","영업시간 화~일 11:00 ~ 22:00","02-326-0783"
"82786","노잉커뮤니케이션즈","서울 서대문구 수색로 43","",""
"82790","스타벅스 상암DMC점","서울 마포구 월드컵북로 375 DMC이안오피스텔1단지 102,202호","영업시간 월~금 07:00 ~ 22:00","1522-3232"
"82796","스타벅스 상암사보이시티","서울 마포구 월드컵북로54길 17","영업시간 월~금 07:00 ~ 22:00","1522-3232"
"82800","투썸플레이스 상암E&M점","서울 마포구 상암산로 66 상암DMC CJ E&M 센터 1층","월~토 07:00 ~ 23:30","02-371-5550"
"82804","비스트로에버","서울 마포구 월드컵북로 332-16 1층","월~토 11:00 ~ 24:00","02-303-7074"
"82813","19티 상암DMC점","서울 마포구 월드컵북로54길 25 상암DMC푸르지오시티 1층 119호","","02-303-5211"
"82816","파스쿠찌 상암DMS점","서울 마포구 월드컵북로54길 12 디지털매직스페이스 1층","영업시간 월~금 07:30 ~ 22:30","02-300-5777"
"82820","카페모임 블루밍","서울 마포구 월드컵북로50길 16","매일 08:30 ~ 23:30","02-375-1243"
"82821","카페달토끼","서울 마포구 월드컵북로44길 35-8 1층","","02-6396-1555"
"82826","커피빈 상암DDMC점","서울 마포구 매봉산로 75 지하 1층","영업시간 월~금 07:00 ~ 21:00","02-375-0994"
"82827","림벅와플 상암점","서울 마포구 월드컵북로 402 KGIT센터 1층 157호","","02-6393-5358"
"82830","빽다방 상암KGIT점","서울 마포구 월드컵북로 402 케이지아이티센터 105호","영업시간 월~금 08:00 ~ 21:00","02-6393-5582"
"82839","비안빈","서울 마포구 상암산로 82 YTN 뉴스퀘어 2층","영업시간 월~금 07:30 ~ 22:00","070-7551-5840"
"82840","이디야커피 상암KBS점","서울 마포구 월드컵북로 375 이안상암1단지 1층 107호","영업시간 월~토 08:00 ~ 21:00","02-6393-6543"
"82842","매머드커피 상암DDMC점","서울 마포구 매봉산로 75 지하1층 빌앤쿡 19호","영업시간 월~금 08:00 ~ 21:00","070-4914-6636"
"82847","마름모","서울 마포구 성암로13길 46","",""
"82850","마리웨일237 상암SBA점","서울 마포구 월드컵북로 400","","02-303-3422"
"82852","쥬씨 상암DMC점","서울 마포구 월드컵북로 402 1층 115호","","02-6393-5225"
"82857","베브릿지 상암IT점","서울 마포구 월드컵북로 434 상암IT타워 1층 115호","","02-6922-2022"
"82861","윈디시카고 상암점","서울 마포구 월드컵로42길 40 상암근린상가 1층 104~105호","","02-3152-8923"
"82862","프롬커피바 위드 신정영케이터링","서울 마포구 월드컵북로 361","영업시간 월~금 07:00 ~ 23:00","02-6393-0911"
"82863","셀렉토커피 상암누리꿈스퀘어점","서울 마포구 월드컵북로 396 지하1층 B1087호","","02-2132-8088"
"82868","카페무띠","서울 마포구 매봉산로 45 KBS미디어센터1층","영업시간 월~금 07:30 ~ 20:00","02-6939-8321"
"82869","매머드익스프레스 상암kgit센터점","서울 마포구 월드컵북로 402 107호","영업시간 월~금 07:00 ~ 19:00","070-7774-9295"
"82873","행복한 베이커리&카페 6호점","서울 마포구 월드컵북로 494 넥슨어린이재활병원1층","","02-6070-9101"
"82875","빈스앤와플 상암DMC점","서울 마포구 월드컵북로 396","","02-373-4458"
"82878","행복커피","서울 마포구 월드컵북로54길 25 상암DMC 푸르지오시티 2층","","02-308-7984"
"82880","편한","서울 마포구 월드컵북로44길 11","","070-7109-6752"
"82881","브이카페 상암MBC점","서울 마포구 성암로 255 MBC 다목적공개홀 1층 로비","","070-4287-7285"
"82883","광화문통기타","서울 마포구 월드컵북로50길 12","","02-6326-0794"
"82885","북까페산책3호산학협력센터점","서울 마포구 매봉산로 37","","070-7728-0939"
"82894","마일스커피","서울 마포구 성암로13길 54 1층","","02-6015-1518"
"82900","전통찻집담소","서울 마포구 월드컵북로 396 누리꿈스퀘어 지하 1층 B-1018호","","02-2132-8833"
"82902","미드나이트도쿄","서울 마포구 월드컵북로44길 71","",""
"82904","라카페","서울 마포구 성암로 189","","02-3151-9979"
"82905","카페7그램 상암DMC점","서울 마포구 월드컵북로60길 13","",""
"82908","매직넘버나인","서울 마포구 월드컵로42길 40","",""
"82916","카페플레이버","서울 마포구 월드컵북로 434 상암IT타워 1층","","02-6922-2100"
"82926","커피에빠진침팬지","서울 마포구 월드컵북로 434","","070-8245-3327"
"82927","우리다방","서울 마포구 월드컵북로 396","",""
"82930","런이트","서울 마포구 매봉산로2안길 12-9","","02-2636-1942"
"82931","카페티","서울 마포구 성암로13길 38","",""
"82932","쥬스식스커피식스 상암누리꿈점","서울 마포구 월드컵북로 396","","070-7714-7733"
"82933","주식회사 하늘에커피","서울 마포구 월드컵북로42다길 14","",""
"82939","커피취향","서울 마포구 월드컵북로54길 25 푸르지오시티 지하 1층","","02-302-7603"
"82940","엔에이치더블유카페","서울 마포구 월드컵북로 396 누리꿈몰 지하1층","영업시간 월~금 07:30 ~ 19:00",""
"82941","자몽","서울 마포구 상암산로1길 67 마포청소년문화의집 1층","",""
"82950","꿀스커피","서울 마포구 매봉산로 75","",""
"82951","아담스","서울 마포구 월드컵북로 402","",""
"82955","카페컬리넌","서울 마포구 월드컵북로 396","",""
"82961","NHW카페","서울 마포구 월드컵북로 396 지하1층 B1024호","영업시간 월~금 07:30 ~ 19:00",""
"82967","카페오주스","서울 마포구 월드컵북로 375","",""
"82968","후니드","서울 마포구 상암산로 82","",""
"82970","커피앤샌드","서울 마포구 월드컵북로 402","",""
"82982","바리스커피","서울 은평구 증산동 223-27","","02-306-1455"
"82983","트립티","서울 마포구 증산로 87","",""
"82985","서호파이","서울 서대문구 수색로10길 10","영업시간 수~일 12:00 ~ 20:00",""
"82997","FC서울팬카페","서울 마포구 월드컵로 240","",""
"83013","커피볶는집 인앤아웃","서울 서대문구 거북골로 206","","070-4234-1494"
"83014","더카페","서울 마포구 월드컵로 240","",""
"83016","이플러스","서울 마포구 월드컵북로38길 14","",""
"83019","이디야 가재울점","서울 서대문구 수색로 100","",""
"83025","2아워즈","서울 마포구 월드컵북로 221","",""
"83027","프라우스타 상암월드컵2호점","서울 마포구 월드컵로 240 홈플러스 상암월드컵점 2층","","02-376-1713"
"83029","까페이튼","서울 서대문구 거북골로 191","","02-302-0720"
"83037","토프레소 증산벚꽃길점","서울 은평구 증산로 299 청록상가 103호","","02-302-9372"
"83051","터사랑","서울 마포구 월드컵로 235","","02-306-0715"
"83057","셀렉토커피 마포구청역점","서울 마포구 모래내로1길 20 KCC상암스튜디오380","매일 07:00 ~ 24:00","02-302-9044"
"83062","메종드제니","서울 은평구 수색로 390-9 1층","영업시간 매일 10:00 ~ 19:00",""
"83068","빈스앤와플 북가좌점","서울 서대문구 증가로25길 22 1층","금,토 11:00 ~ 01:00","02-305-4458"
"83069","스타벅스 가재울뉴타운점","서울 서대문구 남가좌동 384 2단지 별동상가 1층","영업시간 매일 07:00 ~ 22:00","1522-3232"
"83072","카페테티스","서울 마포구 월드컵로 205","",""
"83074","카페아사","서울 은평구 불광천길 338 2층","영업시간 월~토 12:00 ~ 23:00","070-4950-2577"
"83076","쥬씨 가재울점","서울 서대문구 거북골로 152 1층","","02-303-2042"
"83079","베네쉬커피","서울 서대문구 증가로32길 23-7","영업시간 매일 12:00 ~ 23:00","02-6015-8286"
"83082","타미하우스","서울 마포구 월드컵로 243-48","","02-3152-9301"
"83086","로즈드마이","서울 은평구 불광천길 312","영업시간 월,화,목,금,토,일 12:00 ~ 23:00",""
"83094","카페빅컵","서울 마포구 월드컵로34길 13","",""
"83096","카페인중독 망원점","서울 마포구 방울내로 79","영업시간 월~금 09:00 ~ 23:00","02-332-4745"
