cafeno,name,r1,r2,r3,r4,r5,r6
19214,버블브레이크,몇 달 전에 맛있다고 평점 5점으로  올렸는데 다시 수정합니다.   정말 불친절 하시네요.   말씀하신 대기시간보다 오래 걸리면 우선 죄송하다는 뉘앙스가 먼저 아니신지요. 차례대로 나온다고 여유를 두고 오라니요. 30분은 매장에서 먼저 말씀하신 시간입니다.   말 한마디에 따라  10분 정도 더 기다리는거  어렵지 않습니다. 그렇게 퉁명스럽게 대답하시는거에...,최고예요,보통이에요,이집 가볍게 브런치하기 딱.,스파클링 소다. 브런치. ( 스파클링소다 전문점으로 오픈한 가게. 탄산수 좋아하는 남편의 입맛을 맞추기 위해 개발한 메뉴를 공유하고자 런칭했다고 함. 음 베스트메뉴인 오렌지망고라임 시켰는데... 단맛 신맛이 너무 강하고 짠맛도 있는듯? 여러 맛이 너무 강하게 부딫히다보니 나한텐 이도 저도 아닌 맛... 종류가 다양하긴 한데. 딱히 매력이 느껴지지는 않음. ...,
19228,라스베이글 용산전쟁기념관점,베이글은 크림치즈 음료는 뭐든 맛나요  분위기 맛이  최고   나만 알고싶은 분위기 맛집 ,"베이글, 샌드위치 JMT  커피도 JMT 좋아요 ",좋아요,좋아요,,
19236,탐앤탐스 용산문배점,알바분들이 친절하세요!,보통이에요,좋아요,최고예요,좋아요,
19250,갓사주,설마 설마 하고 처음 방문했는데요. 굉장히 정확한 분석이라 놀랐고 희망을 주셔서 정말 감사했습니다. 다음에 또 방문 하겠습니다.,최고!! 재밌어요!,,,,
19254,달달한금요일,치즈케익이 큰데 3500원이라 놀랐어요!! 엄청 꾸덕꾸덕하구요!! 맛있어요 !!! 여긴 치즈케익 먹으러 올듯 커피 양도 많아요!  카페모카는 좀 인위적인 초콜릿 맛이 나네요 ,카페 분위기 좋고 사장님도 잘 전철해줬습니다. 해피한 하루 굿~ 최고에요~~^^,카페 분위기도 잔잔해서 좋았고 사장님도 친절하셨어요   다음에 꼭 다시 와야지 싶었던 카페 흥해서 오래오래 하셨으면 좋겠습니다,정이 묻어나는 분위기는 좋습니다만 커피 맛은 아쉽습니다,최고예요,
19270,헤이리커피공장103 이촌점,모든게 다 좋아요,최고예요,최고예요,커피도 좋고 장소도 좋고,분위기가 매우 좋은곳~!커피 맛도 좋고요~,
19271,사유,커피는 솔직히 거의 우유에 가깝다고 본다. 나야 원래 커피를 좋아하지 않으니 그런 맛도 좋은데 보통은 싫어할 듯. 수정과나 생강차 같은 우리차가 잔도 예쁘고 맛도 더 있다. 여기도 깔끔.,,,,,
19272,긍정커피,아담하고 좋습니다!,,,,,
19278,카페안,싱글원두를 2종류를 쓰는곳. 깔끔하고 예쁜 분위기의 커피전문점,,,,,
19287,Eberis Coffee,보통이에요,커피랑 돈까스 모두 저렴하고 맛있네요 자주 갈게요!!,소소~~~,,,
19308,예술커피,무난해요,이번에 지나가는길에 날도덥고해서 쪽쪽빙수 먹어봤는데 너무 좋았습니다,우연히 들렸던 커피집인데   은은한 진주를 발견한 기쁨이랄까  소박한  분위기에 은근 편안해지네요. 젊은 사장님의 커피맛은 최고! ,길을 걷다 우연히 커피향에 이끌리어 들어간 예술커피ᆢ숍안의 빈티지한 분위기에  내취향과 잘어울려 인상 깊게 남겨진 이촌동의 곪목안 작은 커피집ᆢ예고 ᆞ예대를 나왔다는 사장님의 커피맛은 그야말로 예술~~~,우선 분위기가  최고.아늑하고  커피향 가득.커피맛에 반하고.단골이 될거 같은 느낌.,
19319,라부아뜨,2019년 6월 9일 사라짐..... 정육점으로ㅠ공사중   ㅠㅠ,마카롱 진짜 맛있드아 ㅠㅜ,망고 오랑쥬 발렛트(6500원). 마카롱이랑 케익이 유명한데 다른 것 한번 골라봄. 먹고 나니 마카롱도 먹을걸 싶기도. 다음에 케익 먹어봐야지.,"가게가 너무 작아서 앉을 곳이 없다는게 아쉽지만, 보석을 파는 것 같이 가게가 이뻐서 기분 좋아서 가는 곳;) 좀 가격이 높긴 하지만 마카롱도 맛나요! 하지만 진짜 기억에 남을 정도로 맛난 마카롱은 아닌듯?",,
19328,히코코 국립한글박물관점,직원들 성실합니다. 생과일쥬스도 괜찮.,,,,,
19350,카페맑음,최고예요,,,,,
19361,친절한커피집,최고예요,,,,,
19380,빽다방 남영역점,들어갈때마다 썩은내는 뭐임?,아침에 스피드하게 커피 받고 출근하기 좋음,싸니 좋음,일단 매우 저렴,예전엔 안그랬는데 요즘 커피를 너무 아끼시는지 아이스라떼 아메리카노 거의 맹물이네요...점주 보면 정신차리시길,
19383,모닝블로썸,한 때 단골집. 이사를 가면서 이젠 잘 못가는 추억의 가게.. 화장실이 고급져 집사람이 더 좋아했던 집.   커피맛이 생각이 안 나네.. 근데 이사간 이후~ 가게명이 두 번은 바뀌었음..;;   지금은 전혀 다른 가게일듯..,,,,,
19390,후디구디,케이크 왜이렇게 맛있는거죠 ㅎㅎ~~,인스타감성 카페,Delicious cake and fruit ade. Beautifully decorated with fresh fruits!  BTW the shop is called Hoody Goody.  Look out for signage on the 2nd floor ,사람 .. 좁은데 사람이 많은 시간대면 많이 북적거린다! 그치만 비주얼적으로 만족스럽다 맛은 ... ?!,"공간도 이쁘고 디저트-음료도 이쁘고 괜찮아요. 근데... 케잌 몇번이나 먹고 토스트도 먹었는데 맛은 영... 이었어요. 두어번 방문하긴 좋은데, 그 이상은 가지 않게되네요.",
19392,프릳츠 도화점,핫플이라 앉아있기엔 공간이 너무 시끄럽다.. 크림치즈빵은 별로였고 크로아상은 맛있었다,빵맛남 가게 사람 너무 많은게 단점,맛은 있으나 가격이 비쌈... 위생이 걱정됨.. 근처 아파트 마마충들 핫스팟이라 중국인 데시벨로 다른 엄마들 욕 애들 교육 시댁 욕하며 너무나 떠듬 ,커피 맛있음. 빵도 맛있음. 다만 포장해서 다른 곳에서 먹는 걸 추천. 너무 소란스러워 먹을 수 없음.,크림치즈빵이랑 브라우니를 먹었는데 두 빵 모두 커피랑 잘어울리고 매우 맛있네요!! 디저트로 강력추천!! 음료도 맛있었지만 음료보다 빵이 좋았어요!,
19400,마피아디저트 본점,티라미수 탑급 인정... 시나몬 강추합니다 밸런스 절묘,여긴 레몬에이드 맛집인데 사람들이 티라미수를 시키네 . . .,내사랑 티라미수ㅠㅠ 음료는 무난하나 티라미수 꾸덕하니 존맛! 그러나 자주 가기엔 부담되는 가격입니다..,티라미수 비쥬얼 굿 맛은 나쁘지 않지만  12000원 가격 정도는 아닌듯 8000원 정도면 적당할듯   더치커피밖에 없고 음료는 대체적으로 별로인듯  뷰도 좋지만 소리가 울리는편,언덕 올라갈 만큼의 맛은 아닙니다. 음료와 디저트 가격도 비싸고 티라미수가 너무 꾸덕꾸덕해서 제취향이 아니었어요 ㅠㅋㅋㅋ 재방문의사없음,
19427,르몽블랑,디저트 독특 ㅋㅋ 가볼만해요,털실 너무 맛있잖아 이제껏 먹어본 디저트 중 최고!,최고예요,맛있음. 강남이었으면 더 흥했을거라 생각함. 주변에 비해 가격대가 비싼데 그럴 맛이기 때문. 근데 마카롱은 별로.. 매장은 이용하기 불편해서 포장해서 집에서 먹는게 좋음. 포장비 별도로 받는데 그럴법한 포장이라 이해감ㅋㅋ ,나쁘지않았어요 ! ,
19430,티라벤토,"바닐라라떼, 아인슈타인 존맛 완전 취향저격",빙수 재미있고 맛있다. 떡 리필해준다. 1인1메뉴 ,"빙수 3가지 종류로 시켰고, 아이스티루즈, 오레오프라페 먹었는데 다 맛없음. 모양 예쁜 게 끝.",조금 아쉬워요,보통이에요,
19440,오빠달걀빵,밝고 젊고 특히 에스프레소가 맛있습니다,좋아요,최고예요,와우 정말 최고의 맛이예요  영양도 만점 사장님의 정성이 가득들어있는 사랑스러눈 달걀빵들~  ,"가야는이유 : 작은 가게에서 시작해 넓은 카페형 가게로 커진 집, 일반 달걀빵이 아닌 제빵 같은 달걀빵 안가는이유 : 작은 가게에서 느낄 수 있는 매력이 사라진건 아닐까",
19448,더리터 숙대입구역점,좋아요,,,,,
19477,삼정카페,아메리카노 맛있고 민트초코는 그냥 그래요  실내에 햇빛이 많이 들어오고 영업시간이 길어서 좋네요. 화장실 내부에 있고 괜찮았어요. 카페가 전체적으로 깨끗해요. 실내에서 먹는데 왜 플라스틱에 주시는지 ㅠㅠ 환경 보호 아쉽. 보통 11시까지 영업하고 일요일은 6시까지만 하신다고 함,그냥 평범한 동네 카페 느낌이었습니다.,좋아요,,,
19480,얼지,카페 겸 바 분위기도 좋고 음악도 좋당  호두과자+아이스크림 짱맛있움!!,,,,,
19485,단앤청,최고예요,,,,,
19506,챔프커피 1작업실,주인장 이상하지만 실력은 있음 ,"커피맛은 훌륭, 서비스는 그냥, 모든 손님들이 사장님의 말을 들을 필욘 없다 ",정말 맛있네요. 유명한 곳은 다 이유가 있네요.  이런 분위기 계속 유지되었으면 좋겠어요.,굳이 찾아갈 필요 없음. 왜 입소문이 났는지 의문.,별로예요,
19508,앤드커피랩,주기적으로 꼭 방문해요 대존맛입니다,라떼홀 넘 마시따 ㅠ,"조금 비싼편이지만 존맛탱,,, 플랫화이트 넘 맛있고 초코바나나 디저트도 너무 맛있어서 또 갈거에요,!",와 진짜 초코카라멜 타르트 지금껏 먹어본 타르트 중에 최고였어요. 물론 제가 인생경험이 부족하긴 합니다.,타르트가 조금아쉬웠어요 ,
19511,로우커피한남,보통이에요,집앞이라 자주 감 그냥 쓰레빠신고 갈수있는 편안한 곳,편안한공간맛잇는커피 내꿈은 나인원한남입주자 동네카페가 되는 그날까지.,Milk Tea or Coffee  Also in Seongsu,넛츠화이트 너무 맛있어서 깜짝 놀랐어요 :D 카페 규모는 안 크지만 분위기는 좋아용,
19518,한남작업실,감각적인 인테리어와 그릇들,창가자리가 리얼 명당. ,커피에 취하고 분위기에 취했다,"카페 인테리어, 볼거리는 많은데 커피 맛이 특별하지 않아요. ","유명한 옻칠작가의 그릇, 컵, 트레이등이 전시되어 있는 카페.  카페 내부는 아주 맘에 들었지만 매우 평범한 커피가 비싸도 넘 비쌈",
19533,한남베르그,와플+아이스크림 진짜 엄지척,커피맛 아주좋아요  공부하기엔 안좋고 수다떨기 좋은 곳,크로플이 쫀득 바삭하니 맛있고 토핑이 더해져 씹는 식감이 좋았고 밀크티는 밀크폼까지 얹어주셔서 맛있게 마셨습니다. :),주말이라 사람 만석임에도 직원분들이 친절해서 잘 이용하고 갔어요 커피는 조금 비싸지만 동네 특성과 원두 공급처상 어쩔 수 없는거 같아요,Favorite place in Seoul,
19565,놀숲 한남점,일하시는분들이 엄청 친절하고 배려있어서 좋았네요 ㅎㅎㅎ 만화를 엄청 오랜만에 봤는데 책도 새책이고 좋았어요. 여자친구도 마음에 들어하더군요. 한가지 아쉬운건 조명이 너무 밝아서 조금만 어두웠으면 좋겠다고 생각했어요~,금요일 저녁 알바생 불친절하다,,,,
19567,할리스커피 한남순천향점,좋아요,넓고 좋음,24시간이라는 점때문에 자주가는 편이긴한데 화장실이 매장밖에 있어서 불편하고 더러워요 그리고 흡연실이 2층에 있는데 냄새가 새서 불쾌합니다,아메리카노 진짜 맛있습니다 바리스타분 좋으시네요. 샌드위치도 한번 더 구워주시는 것 같네요. 아침새벽에 잘 먹고 갑니다.,최고예요,
19576,카페첫장사,최고예요,깔끔 친절,,,,
19588,쿠,녹차라떼 시켰는데 맛은 별론데 직원분들 친절하고 가격이 저렴해요 이 주변 카페에 비해. 조용하고 좋아요,보통이에요,작은 커피집  사실 팥을 잘 해서 팥빙수나 단팥죽을 먹으러 갑니다  바로 앞에 윤종신의 기획사가 있어서 시간이 맞으면 창가에서 버스킹을 볼 수 있는 것이 장점,조용한 분위기의 카페,딸기꽃잎빙수,
19592,원더커피,아늑하고 조용조용한 분위기 다음에 올땐 커피 메뉴들로 시켜봐야겠다ㅎㅎ,보통이에요,크림브륄레 커피 대체 이거 뭐야???????? 하면서 눈이 딱 커지는.,좋아요,그라니따 굿 화장실 아쉽,
19594,떼오도르,French Tea Shop. JE 우롱과 & 카르페디엠,바 스타일의 티하우스 프랑스 브랜드의 섬세한 가향이 좋다,홍차,괜찮음,,
19603,플로버,와인바,와인 마시기 좋은 조용한 와인바,한남 플로버 와인바.,,,
19619,퀸즈브라운 한남점,조금 아쉬워요,,,,,
19620,피트커피,나만의 아지트 같은 느낌. 괜찮은 가격의 고품질 와인.,,,,,
19633,네로우패스,"커피는 평균, 사람 많이 없어서 좋아요",,,,,
19646,모제인송,Jain Song Boutique Cafe  Esp. @ Roof Top Terrace,날씨 좋은날 옥상테라스~♡,루프,옥상정원♥.,진짜 꿀맛이네 >_<,
19656,아파시아나또,주말엔 연예인 외국인 출몰 잦은 곳!,,,,,
19679,친절한커피집,좋아요,길 가다 발견~  창고 개조해서 만든듯! 커피 맛도 괜찮고 양도 많다 ,,,,
19689,제이콥스,커피도 너무 맛잇고 테이크아웃은 40% 할인이라 넘 좋아요.,장소 넓고 아늑. 커피맛 좋음. 시지 않고 부드러운데 좀 식물맛이 남. 디저트 가격이 저렴.,"스칸디나비안풍의 디자인 Good!!!!!!! 강릉의 유명한 커피체인 스페셜 원두 사용해서 커피 맛있어요^^ 맛있고 건강에 좋은 생생한 생과일 쥬스 많이 있고 요즘은 생딸기 쥬스 넘 맛나요^^  테이크아웃도 40% 할인 대박!!!!! 주차 편하고(발렛 2,000원 싸다^^, 주차 2시간 무료, 저녁 7시부터 무료 주차^^ 10시까지) 미팅룸 많아서 넘 넘 좋...","모임하기 좋은 카페. 예약하면 룸 2시간 이용가능한데 조용하다. 발렛 2, 주차2시간 무료",커피 정말 맛있고 내츄럴한 분위기에 미팅하기 좋은 룸이 예약만 하면 무료로 사용 할 수 있어요^^ ,
19696,로스태쉬,최고예요,좋아요,,,,
19708,키에리 이태원점,기대했던 것보다 엄청 맛있는 맛도 아니고.. 한시간 제한 있어서 쫄리고.. 서비스도 ..ㅋ.. 그냥 다신 안갈카페 왜 평점테러당했는지 알겠네요,비건 디저트 굉장히 좋아하고 많이 먹어봤는데.... 길게 말 않겠습니다,"여기 평이 안 좋아도 인스타 후기들이 좋아서 찾아갔는데, 결론은 가격 대비 정말 별로입니다. 콘치즈크럼블케이크 먹었는데, 치즈 맛은 거의 안 나고, 옥수수도 왜 넣었는지 모를 정도로 맛이 너무 안나요. 니맛도 내맛도 아니에요. 위에 올라가 있는 크럼블이 제일 맛있을 정도. 한 조각에 9,500원 주고 사먹을 맛이 아닙니다.","아니 무슨 케이크를 이렇게 포장해주나요..... 랩으로 돌돌 싸서 맞지도 않은 상자에 억지로 넣은거처럼 받은 케이크는 처음이에요. 집에 와서 열어보고 놀랐어요 ㅋㅋ 차라리 박스를 두개 주시지 ㅜㅜ 개당 9,500원인데 너무 돈이 아까워요, 맛은 딱 건강한 맛나요..  +여기가 그 예전에 논란있었던 카페인거 이제 알았네요.. 잘 모르고 간 제가 잘못이죠, 다...","엥? 여기 아무리 이것저것 까다롭다 해도.. 이 정도로 별점테러 당할 수준은 아니라고 생각해요 케이크 좀 비싸긴 하지만 먹어보면 바로 수긍 가능할 거예요. 얼마나 좋은 재료가 아낌 없이 들어갔고, 얼마나 심혈을 기울여서 만드셨는지 고스란히 느껴지는 맛입니다. 치즈케이크류는 치즈가 정말 꾸덕하고 기타 재료들도 본연의 맛 그대로 갖고 있어요. 노버터 로우슈거 ...",
